Отбор...;
198;52,63373293
199;53,54766185
200;49,9173372
Population 16;
Отбор лучших...;
Скрещивание...;
101;50,29911173
102;53,58118139
103;51,40580317
104;52,05103387
105;50,97284514
106;52,19013638
107;53,82885918
108;51,55460997
109;52,2264372
110;52,24259622
111;53,57335782
112;53,30793776
113;51,15629361
114;53,64868892
115;53,02167063
116;52,36961646
117;52,15611394
118;51,38770735
119;51,88416892
120;52,40097633
121;52,32938215
122;53,31851338
123;51,08188287
124;53,13289955
125;53,62704973
126;52,64950031
127;52,05810303
128;51,57005478
129;52,16136266
130;52,56425972
131;51,37152903
132;53,37752039
133;52,4535801
134;53,82574183
135;52,6125066
136;52,36851329
137;52,7367302
138;52,72133546
139;51,47062882
140;52,62862505
141;51,20472593
142;51,91096248
143;53,11925331
144;52,09365551
145;50,24134317
146;52,41871327
147;52,67314878
148;52,79386973
149;51,46622374
150;52,30147931
151;49,10695507
152;50,57308972
153;50,46209162
154;53,70419752
155;51,74574242
156;52,47934247
157;52,74312216
158;50,78461023
159;52,68630928
160;52,24645538
161;50,10864587
162;50,83953559
163;53,02442004
164;51,84489283
165;51,69698756
166;52,07543201
167;52,05386215
168;50,33396401
169;53,53965138
170;52,80615495
171;51,41433252
172;53,55284329
173;53,41434563
174;52,14649624
175;53,23192878
176;54,21065279
177;51,44121398
178;53,13508842
179;52,60186343
180;52,20990697
181;50,37795092
182;52,22021379
183;53,49085215
184;51,72349139
185;52,75754752
186;52,05258421
187;51,60765804
188;52,19038192
189;51,30852097
190;50,15344255
191;51,5284044
192;52,56648943
193;52,73776605
194;53,22943132
195;53,45273783
196;50,58200378
197;52,3253324
198;51,88526795
199;52,26980243
200;51,11271335
Population 17;
Отбор лучших...;
Скрещивание...;
101;51,80889381
102;52,45515377
103;53,50846992
104;52,306749
105;52,32600855
106;52,04140822
107;51,71702305
108;53,29144959
109;52,24929368
110;53,41677849
111;51,6501833
112;52,46646097
113;50,6981826
114;51,07275156
115;52,5273235
116;51,52779835
117;53,37963405
118;53,25323707
119;53,01056883
120;51,77162685
121;50,53144419
122;51,46917223
123;52,73702477
124;52,93790503
125;53,41170238
126;52,6436859
127;51,73360221
128;50,67740464
129;50,06983413
130;51,08095341
131;52,39240452
132;51,78197391
133;51,17805723
134;51,13311479
135;53,43324155
136;53,64124635
137;52,18953198
138;52,7438002
139;53,07873679
140;52,8374486
141;53,10044567
142;53,00785587
143;51,39831892
144;54,35631708
145;52,09942072
146;52,68827749
147;51,97192922
148;52,96130253
149;53,08613611
150;53,66520091
151;51,11250509
152;52,76689902
153;53,83121207
154;52,76865434
155;52,76288826
156;53,55259882
157;51,47319596
158;51,84841786
159;53,81880545
160;50,95798216
161;51,84538869
162;51,67031787
163;52,40351048
164;53,43916783
165;51,55253377
166;53,82591637
167;50,21583803
168;52,15915511
169;52,87310362
170;53,89299502
171;51,25233024
172;52,96715332
173;51,87741119
174;52,40853484
175;53,58409973
176;52,12216001
177;51,44044782
178;52,28629835
179;51,20368011
180;51,25611766
181;50,42573344
182;53,12872039
183;52,72565667
184;53,10816424
185;50,47767279
186;52,45498493
187;51,8726055
188;52,22659254
189;51,46809848
190;51,94943455
191;51,74860574
192;52,95652769
193;52,29816969
194;50,68195383
195;52,42766423
196;52,37269426
197;52,67777909
198;52,14676312
199;53,44991844
200;53,04379658
Population 18;
Отбор лучших...;
Скрещивание...;
101;52,1864735
102;52,64629558
103;52,82215619
104;51,5503661
105;52,76705096
106;53,03340046
107;53,34032078
108;52,51911027
109;51,15590628
110;50,80887308
111;52,70864463
112;52,66623327
113;51,80521263
114;52,05075749
115;52,44473817
116;52,57068337
117;49,84531062
118;53,43370457
119;52,88560011
120;52,13340356
121;52,20128721
122;52,24514562
123;52,77805679
124;52,64326932
125;51,77108103
126;51,38421349
127;51,07215655
128;50,57408928
129;52,02439941
130;51,56984349
131;53,10919011
132;51,64330187
133;53,91936322
134;52,59348751
135;54,01692559
136;52,43117069
137;51,63574328
138;49,55564817
139;53,4682971
140;51,51814527
141;54,04724541
142;51,90817943
143;50,69594713
144;50,20319333
145;51,52760066
146;52,58930513
147;52,36146444
148;52,19468951
149;53,02565651
150;53,77004284
151;51,14673809
152;50,58726858
153;52,24655462
154;51,34435913
155;51,79709521
156;52,48758083
157;51,21182375
158;52,53641336
159;52,1983259
160;53,39068066
161;53,13498627
162;53,14048683
163;50,263487
164;53,03762428
165;53,63152941
166;53,03040672
167;51,67232985
168;52,18333564
169;51,80946328
170;52,56400613
171;51,17505473
172;52,45457948
173;53,45520338
174;51,97060935
175;51,97797713
176;52,37478556
177;52,0186139
178;52,28373519
179;52,02393662
180;51,25057771
181;52,54011134
182;52,07025523
183;52,17839958
184;52,18966729
185;51,96067796
186;50,86102887
187;49,27243706
188;53,34825471
189;53,21231109
190;53,17728675
191;51,74913236
192;51,93241568
193;52,63717101
194;51,08922707
195;52,49046136
196;52,1369907
197;52,64785921
198;53,39293084
199;52,43093558
200;51,72144196
Population 19;
Отбор лучших...;
Скрещивание...;
101;52,29649282
102;51,28822306
103;51,42269964
104;52,76022554
105;52,30760233
106;52,0120135
107;53,01742062
108;51,19502325
109;51,95634528
110;52,47903325
111;51,75749963
112;52,26889296
113;51,9507905
114;52,68057119
115;50,7150732
116;50,3711571
117;52,24068375
118;52,22080524
119;51,35725947
120;52,09778182
121;53,94214076
122;52,89261625
123;52,59798855
124;52,35966614
125;53,32269272
126;53,98679372
127;51,80101445
128;51,15244994
129;52,78371806
130;52,1952801
131;51,23356419
132;51,45418518
133;52,33735821
134;52,81843343
135;52,07769904
136;51,46756893
137;52,19470306
138;51,3506738
139;52,26611642
140;53,50500667
141;52,01259042
142;50,30690871
143;50,07184215
144;51,64046234
145;52,55303461
146;53,3928231
147;53,50334842
148;52,39848338
149;53,65218942
150;51,7101335
151;51,58855581
152;52,76997937
153;50,72217582
154;53,36330865
155;52,52365623
156;53,13172076
157;51,88106992
158;52,95066524
159;54,4263637
160;52,40084628
161;53,46440956
162;52,16152404
163;52,53090614
164;52,28801629
165;50,70179203
166;52,21666399
167;52,42074861
168;51,84324199
169;50,96087194
170;53,22070282
171;52,79069588
172;53,24444727
173;51,13624701
174;53,11856231
175;53,32347052
176;52,45306636
177;53,39281884
178;53,8793734
179;51,57284603
180;52,6228127
181;51,99004366
182;52,27536328
183;53,47604299
184;50,43002837
185;52,65383689
186;50,88881637
187;51,91997449
188;54,23308239
189;51,34837791
190;53,12061472
191;51,87802471
192;50,20819847
193;51,58295638
194;52,16615082
195;51,01378566
196;53,23545776
197;51,78436711
198;52,43506022
199;52,08125581
200;51,69304755
Population 20;
Отбор лучших...;
Скрещивание...;
101;53,09417696
102;52,48387911
103;53,37523775
104;52,72098062
105;53,1611955
106;52,08332054
107;53,38174165
108;53,321455
109;52,24896538
110;52,48442904
111;53,56878889
112;51,17853682
113;52,3990798
114;52,15545026
115;52,13333338
116;51,66706281
117;53,76124074
118;54,06429765
119;52,44356371
120;52,53226269
121;53,84609751
122;53,58054925
123;51,91258547
124;53,02651557
125;52,0623511
126;52,33844766
127;51,2130656
128;53,58282215
129;53,65661565
130;51,38368352
131;51,92241045
132;52,79772689
133;52,79744373
134;50,61374327
135;50,81604977
136;52,43905546
137;52,04745743
138;53,10031336
139;53,22079611
140;53,24184071
141;52,46550162
142;52,626432
143;53,6159353
144;53,68560204
145;51,23667844
146;52,17816304
147;51,04808794
148;52,24447353
149;52,51371584
150;52,50383761
151;51,77359388
152;52,08841703
153;51,8549638
154;52,91093726
155;51,7103977
156;51,39117705
157;50,86902771
158;53,35999076
159;52,45408911
160;52,26966013
161;52,54056765
162;52,76675927
163;53,66134498
164;52,94816474
165;52,14697267
166;51,29552446
167;51,66225819
168;52,09705734
169;53,16893938
170;52,13717421
171;51,29558358
172;51,39745684
173;53,11500283
174;52,56791545
175;51,96190285
176;51,75822582
177;51,17773221
178;52,40789486
179;51,2221935
180;53,05276068
181;53,02191893
182;53,24164368
183;51,19180113
184;53,59604205
185;52,09258674
186;52,02158844
187;51,04976954
188;50,90086337
189;52,19625902
190;51,14659019
191;51,98229654
192;52,13661209
193;52,14262953
194;53,7696381
195;51,34006426
196;53,06498324
197;52,35774372
198;52,73346364
199;52,64727701
200;53,63109057
Population 21;
Отбор лучших...;
Скрещивание...;
101;53,54874148
102;51,10810563
103;52,82082518
104;50,99177385
105;52,28190688
106;51,10129191
107;53,66878714
108;51,49421267
109;50,63020487
110;53,20732654
111;52,54585408
112;52,44719784
113;50,38992689
114;53,31297696
115;52,76722894
116;52,62375678
117;50,904336
118;51,47996826
119;52,79894158
120;53,25141971
121;53,74878288
122;51,48768679
123;52,41883004
124;51,90384328
125;52,50648436
126;52,89557467
127;54,20270597
128;54,009236
129;51,6675525
130;53,3059574
131;51,90094983
132;53,39209568
133;52,70653827
134;51,87551752
135;51,28822735
136;53,36579018
137;52,33802915
138;52,26322065
139;51,89960351
140;52,68439287
141;53,24049045
142;52,47084889
143;53,46387245
144;51,90313818
145;52,51825156
146;52,95908779
147;52,6641496
148;52,72200532
149;52,56417336
150;53,24187223
151;52,6478869
152;51,40370783
153;52,56475806
154;53,46395649
155;53,92666696
156;53,21456976
157;51,99982274
158;52,42935377
159;50,24885387
160;51,80940793
161;53,08636069
162;53,06417359
163;52,58941583
164;53,09051863
165;51,58576526
166;53,13562269
167;51,89533261
168;52,7493722
169;52,89903736
170;52,83427148
171;52,18717626
172;54,00097553
173;53,69501355
174;52,36894383
175;52,07935833
176;51,01302575
177;51,66023286
178;53,25722652
179;52,78873768
180;52,28254765
181;51,13444499
182;51,5221554
183;52,0398583
184;52,77129789
185;52,41492515
186;52,37739085
187;51,43617847
188;53,35268048
189;53,26596035
190;53,6962408
191;52,90623056
192;53,26489727
193;53,53292002
194;52,36583268
195;51,65806537
196;51,66854348
197;52,48958497
198;51,70826286
199;52,71096183
200;52,03781478
Population 22;
Отбор лучших...;
Скрещивание...;
101;52,19778789
102;53,26471099
103;50,9112538
104;51,64405608
105;53,04434035
106;52,08663314
107;50,412613
108;50,79555845
109;53,07124822
110;53,22532449
111;52,52675417
112;51,44710696
113;52,31358179
114;50,99604311
115;52,60489937
116;52,3986712
117;54,32218105
118;53,72564727
119;53,13762458
120;53,45236138
121;53,63547111
122;52,87863249
123;50,73395314
124;52,38596122
125;52,39297168
126;52,79535956
127;52,83879096
128;52,18541703
129;53,58224613
130;51,84351715
131;52,74398628
132;53,25521325
133;51,42519751
134;52,93574638
135;50,49429354
136;50,15220312
137;52,07118654
138;53,61588721
139;51,9931538
140;51,45839401
141;52,84161549
142;52,18085314
143;51,82141432
144;49,57544531
145;53,41265186
146;53,29401073
147;51,64764586
148;53,4963548
149;52,34253359
150;51,04790414
151;51,70801498
152;53,63773028
153;51,55329609
154;52,06195008
155;52,45588316
156;52,92833411
157;52,03773429
158;52,1955855
159;52,51702613
160;53,27305491
161;51,88063268
162;51,47020388
163;52,14419386
164;52,84754306
165;51,95442552
166;51,86874644
167;53,35734303
168;52,73460767
169;52,98442573
170;53,30555672
171;52,62258136
172;51,04431922
173;51,37890057
174;51,94584083
175;50,72853179
176;52,35074267
177;52,66583537
178;53,95191439
179;50,45532265
180;51,99550157
181;52,07565795
182;53,16869511
183;53,39288239
184;51,87045974
185;51,89760032
186;52,86763157
187;52,06926524
188;51,90437121
189;50,71819969
190;51,38273625
191;51,39104881
192;51,30832407
193;53,04210218
194;52,51997148
195;52,15299325
196;51,66141254
197;52,64366418
198;52,15801687
199;52,52335845
200;52,54144507
Population 23;
Отбор лучших...;
Скрещивание...;
101;52,21504177
102;51,61057249
103;51,66961347
104;52,45884189
105;50,67109549
106;50,96545835
107;53,1146862
108;52,06699462
109;51,73224463
110;52,23759926
111;52,20485362
112;52,93523146
113;51,04219063
114;52,4046985
115;53,46699354
116;53,1477007
117;53,76046152
118;50,77348504
119;51,41398366
120;53,48390637
121;50,29701002
122;51,6005123
123;52,12494612
124;53,39621686
125;51,14590368
126;52,46878123
127;49,98529938
128;50,45000169
129;51,78716594
130;51,02757497
131;52,52102522
132;53,42681498
133;51,60475016
134;54,03084524
135;52,78827758
136;52,59480953
137;51,9841529
138;52,75736207
139;50,51875672
140;53,19594021
141;53,72956159
142;52,18462409
143;52,37795283
144;52,43538779
145;52,71273268
146;50,83019269
147;52,81441739
148;51,00027598
149;51,93861559
150;54,05641075
151;51,79373998
152;52,41107942
153;52,66429398
154;51,3958775
155;52,39466391
156;53,16649218
157;53,28440242
158;52,30026839
159;50,16841594
160;52,92701577
161;53,27096087
162;51,5543161
163;53,64062167
164;53,44744842
165;52,39210148
166;51,60564707
167;52,22121733
168;53,41616905
169;51,97259404
170;51,29880418
171;49,59421005
172;51,45016704
173;52,49784445
174;51,72688879
175;52,40629029
176;52,82772188
177;52,10945838
178;52,50505265
179;52,29658555
180;52,96244428
181;53,34197488
182;52,61631976
183;51,19742729
184;50,87307254
185;52,91347045
186;53,17348499
187;52,32791013
188;52,33671901
189;52,72096033
190;52,19812032
191;52,4124279
192;51,36003277
193;52,52235817
194;53,70153531
195;52,61836397
196;51,35255049
197;51,98046704
198;52,81375698
199;52,33869448
200;53,85177755
Population 24;
Отбор лучших...;
Скрещивание...;
101;52,01860208
102;53,30114848
103;50,827546
104;53,77453608
105;52,20985745
106;51,69573324
107;51,60465146
108;52,05786407
109;54,10002902
110;52,30415403
111;51,81365716
112;52,40086887
113;51,96078466
114;52,66219273
115;51,07967157
116;51,64828457
117;52,12443042
118;51,72215294
119;53,82592487
120;53,23487077
121;50,29238757
122;51,93562208
123;51,90724353
124;51,93914648
125;51,18006459
126;51,82762022
127;50,23653907
128;53,08884336
129;51,40131209
130;53,61876473
131;51,21981074
132;53,67430097
133;49,79971663
134;50,54242504
135;52,67855485
136;51,6664872
137;52,53421904
138;53,37628927
139;52,99564951
140;52,69699688
141;52,47877957
142;51,8935456
143;51,65280216
144;51,57574593
145;51,15962024
146;51,02419383
147;52,99560865
148;52,57941713
149;51,67966744
150;53,63930023
151;52,13750861
152;51,25277766
153;51,02292098
154;52,41783864
155;52,43693111
156;51,29111896
157;52,81959195
158;52,92742463
159;50,62259665
160;51,56355121
161;51,63369749
162;52,79940198
163;53,77003662
164;51,55231282
165;53,46063464
166;53,20528741
167;52,25982981
168;52,1521528
169;54,30161651
170;51,37289291
171;54,30014564
172;51,48037813
173;49,67307061
174;53,69096018
175;53,30560708
176;51,33458982
177;52,17802238
178;54,05915079
179;52,420782
180;52,24136152
181;51,77032879
182;51,60433825
183;53,59466131
184;51,82072542
185;52,08667043
186;53,29219185
187;50,58480412
188;51,54631922
189;51,79405144
190;51,41219268
191;51,08875117
192;52,8647986
193;53,22427488
194;51,18418356
195;53,44383087
196;53,37747438
197;51,91153284
198;52,29196194
199;52,9386189
200;51,4196959
Population 25;
Отбор лучших...;
Скрещивание...;
101;51,24191367
102;52,41269049
103;51,29755959
104;53,50262158
105;53,87586839
106;53,85963462
107;52,39135438
108;53,49993937
109;53,08469861
110;53,41998348
111;52,32875419
112;53,49957984
113;51,42432726
114;51,54871212
115;52,95677847
116;52,09832383
117;51,59398741
118;53,34738541
119;53,07213141
120;53,09866605
121;50,27834491
122;50,30091256
123;51,81337836
124;53,61144462
125;53,04840048
126;53,00560977
127;50,59395409
128;53,24298262
129;50,28271161
130;50,40681393
131;51,77518326
132;53,6335831
133;49,90081612
134;53,89853071
135;52,07036168
136;52,77659545
137;53,12434105
138;52,37717969
139;52,8220209
140;50,21519084
141;53,56169546
142;53,13320575
143;51,66534425
144;51,39948065
145;51,67376191
146;52,58680235
147;51,39832154
148;52,81995734
149;52,04827823
150;53,09889301
151;52,86178617
152;52,56487707
153;52,02572131
154;53,56009735
155;50,66862395
156;51,93570142
157;53,47639167
158;51,83673989
159;53,67565102
160;53,44705813
161;51,37717356
162;53,41426174
163;52,95924073
164;52,57234835
165;52,59843035
166;51,89084485
167;52,51656013
168;52,35894028
169;53,47475131
170;53,24019986
171;52,39801024
172;51,54340938
173;53,95017936
174;52,92761729
175;50,43612022
176;53,94892762
177;51,46883562
178;52,0075413
179;53,4092048
180;52,03158802
181;51,58607578
182;53,13143609
183;53,93491014
184;52,85161245
185;52,86709058
186;52,34543106
187;53,36508003
188;52,51675364
189;50,17607319
190;53,44386859
191;51,8555636
192;52,79608343
193;52,07232404
194;53,57078073
195;52,76374729
196;53,43784814
197;52,39426837
198;52,49918574
199;51,1051704
200;52,81675895
Population 26;
Отбор лучших...;
Скрещивание...;
101;51,65703994
102;52,04500776
103;50,50481106
104;50,94621255
105;53,7312444
106;52,89081839
107;53,18454292
108;51,61922736
109;53,51991967
110;52,07418326
111;53,07683779
112;53,53352047
113;51,59688997
114;53,91183732
115;53,55985459
116;52,96908854
117;51,30910806
118;53,61992211
119;52,47764371
120;52,54545802
121;53,84103999
122;51,25461428
123;53,33763805
124;52,22752596
125;51,97721837
126;52,46175558
127;51,49769768
128;50,99488045
129;51,71901488
130;52,9610759
131;52,7835948
132;51,78442734
133;52,66708963
134;51,78756279
135;51,89387032
136;53,07807016
137;53,79287078
138;53,08915284
139;52,55909424
140;49,22342946
141;51,77709847
142;53,18371872
143;52,93219994
144;53,32712295
145;50,56128537
146;54,05701426
147;53,55841686
148;51,55764695
149;52,90573652
150;52,62710107
151;51,90084495
152;51,92512256
153;52,90597959
154;52,42377163
155;53,56595225
156;52,32041767
157;53,6391684
158;52,77542556
159;51,99036179
160;52,79127779
161;53,40101703
162;53,61440159
163;52,55369872
164;50,69199686
165;53,39342548
166;52,67039232
167;51,81749812
168;53,00842553
169;50,06782751
170;51,46903886
171;52,09536629
172;53,41835896
173;53,58042573
174;51,79613538
175;53,38461628
176;51,52854148
177;51,53244853
178;51,76715521
179;52,50692639
180;52,95851663
181;50,48658057
182;52,38299118
183;53,42822915
184;51,95300582
185;51,59352548
186;52,67329285
187;51,63789863
188;53,60518881
189;53,42549039
190;50,14684683
191;53,34853739
192;49,77930535
193;51,37041014
194;50,59237524
195;51,95296174
196;52,81605626
197;53,13298241
198;52,63980906
199;51,65580794
200;53,28012012
Population 27;
Отбор лучших...;
Скрещивание...;
101;52,73882688
102;53,76999624
103;52,91617326
104;53,63081987
105;53,29102358
106;51,76128474
107;51,12940764
108;52,36452673
109;52,30199299
110;54,09649055
111;51,85364975
112;52,46983441
113;53,80331473
114;53,21457774
115;52,11767369
116;52,19380317
117;53,29680317
118;52,76327579
119;51,89260858
120;51,83326799
121;51,11325301
122;53,36958216
123;51,00151707
124;51,58354207
125;52,29854881
126;51,86282555
127;53,54191986
128;50,69171285
129;52,3154439
130;51,4790654
131;52,96134787
132;50,45957962
133;51,38605461
134;52,65434591
135;52,81953339
136;52,99274825
137;51,01237608
138;52,09991571
139;52,58233668
140;53,50031282
141;52,70140286
142;51,65166195
143;52,4841029
144;52,51648081
145;51,15145316
146;52,51423083
147;52,09285535
148;52,3700892
149;53,01960201
150;52,93485506
151;53,41225324
152;52,74322734
153;52,48699151
154;52,30334626
155;51,05923324
156;51,76489126
157;50,78518194
158;49,96699524
159;51,12509257
160;52,07804888
161;52,90700945
162;53,0872685
163;53,69004762
164;52,15840064
165;53,59712123
166;53,16006465
167;51,64879738
168;53,7413046
169;53,07352262
170;53,72634278
171;52,41243138
172;52,19717087
173;52,62408824
174;53,49236724
175;51,84701945
176;51,86616507
177;53,36683106
178;52,10472027
179;51,65335629
180;53,03920058
181;53,14892252
182;52,35766491
183;52,31815007
184;52,36970666
185;52,11944674
186;54,10079641
187;53,56288378
188;53,64833885
189;53,61198021
190;51,51504672
191;50,57604219
192;51,4993508
193;52,65775782
194;51,28635209
195;52,53890415
196;51,4219449
197;51,96296113
198;53,52707294
199;52,70122731
200;52,3598789
Population 28;
Отбор лучших...;
Скрещивание...;
101;52,46531576
102;52,32219705
103;51,4542508
104;50,81153847
105;52,90953903
106;50,53323049
107;54,16031985
108;51,84045854
109;53,41565903
110;52,9653396
111;53,60127214
112;52,57074804
113;50,63962786
114;52,0229195
115;49,29316235
116;51,92577468
117;53,75396521
118;52,55150856
119;52,53803877
120;51,53090199
121;52,03889031
122;52,10377286
123;52,81427846
124;52,9500893
125;51,71456786
126;51,71639841
127;51,80623995
128;50,7035517
129;51,54560285
130;51,04268621
131;52,07506497
132;52,83454566
133;51,96393197
134;50,20127085
135;53,44085166
136;52,84282413
137;53,75002672
138;52,11211188
139;54,08909019
140;53,2756522
141;53,15070216
142;53,47494793
143;52,27386063
144;50,24539056
145;51,46359915
146;52,65928811
147;51,98430006
148;54,05749022
149;53,06076294
150;52,28798958
151;53,85514248
152;52,06401417
153;53,15322843
154;53,59586766
155;51,96432426
156;51,96657298
157;51,99243764
158;52,52995233
159;52,59690594
160;53,58159703
161;50,17760356
162;53,95997806
163;51,95540733
164;52,24339868
165;53,2452397
166;53,15722253
167;52,82957277
168;51,73464306
169;51,60753817
170;53,59159442
171;54,14742651
172;53,73897373
173;54,31601431
174;52,7327656
175;54,29229767
176;53,51290671
177;51,52891768
178;52,96390763
179;51,2854419
180;53,38546178
181;50,8484249
182;52,62835056
183;52,78967167
184;53,19111461
185;53,53553966
186;51,13748849
187;51,84123177
188;52,6012766
189;52,43684351
190;52,32246643
191;53,11705653
192;53,63511251
193;53,17707958
194;52,36679626
195;53,08214963
196;53,49246013
197;53,94328803
198;51,87424836
199;52,63820161
200;52,96598512
Population 29;
Отбор лучших...;
Скрещивание...;
101;51,78095769
102;51,70994669
103;51,74249878
104;52,07903308
105;53,25371597
106;53,5993475
107;51,0860255
108;52,2476569
109;52,81129344
110;53,88075514
111;51,93352012
112;52,77938028
113;52,28742192
114;52,34281199
115;51,54111576
116;51,39600676
117;52,45411466
118;52,36732694
119;52,86346974
120;52,07609432
121;51,6051828
122;52,6215272
123;51,80774866
124;49,95134933
125;52,0903076
126;53,14882822
127;51,63532852
128;50,60006518
129;53,38521289
130;53,55698248
131;52,0729033
132;52,91191388
133;51,3586917
134;53,464513
135;53,49718875
136;52,31094205
137;51,51089342
138;51,9407614
139;52,48641343
140;52,53193081
141;54,0567386
142;51,73703844
143;51,37889231
144;53,26895739
145;53,47153762
146;51,7321472
147;53,52435466
148;53,69455205
149;52,43865474
150;53,27603181
151;53,003713
152;53,86079781
153;53,26086617
154;51,55047373
155;52,97918781
156;52,67571654
157;52,17965537
158;52,5790808
159;49,74509104
160;52,63050651
161;52,11941942
162;50,91672484
163;52,43039323
164;53,8925013
165;51,43676409
166;50,92779909
167;51,35008061
168;51,8462846
169;51,89845119
170;53,38912427
171;51,88220265
172;51,72683738
173;52,73961081
174;53,8306952
175;51,28895468
176;50,93583777
177;52,53576381
178;51,55182564
179;52,00970119
180;51,46782015
181;52,07768245
182;51,83824974
183;51,1457483
184;53,11316029
185;50,62374992
186;53,04369113
187;52,14751703
188;53,96500364
189;52,65654816
190;53,63121918
191;51,35749337
192;52,43023626
193;51,90837848
194;52,85731615
195;51,3705459
196;52,05027755
197;54,0389967
198;50,9962802
199;53,26182209
200;53,02187302
Population 30;
Отбор лучших...;
Скрещивание...;
101;53,45118564
102;51,77359112
103;53,26800508
104;52,33861799
105;51,47299136
106;52,84481534
107;52,10120872
108;52,01599149
109;53,99359507
110;50,83113072
111;54,14349439
112;51,26386303
113;52,73469165
114;52,44212888
115;51,6341099
116;51,4258692
117;51,41015446
118;51,89885582
119;53,12925819
120;52,03435685
121;52,66492768
122;52,35525688
123;49,67754594
124;53,41248635
125;51,03066197
126;53,3822995
127;51,02556816
128;51,6121697
129;53,02067141
130;53,60073638
131;53,57410518
132;52,41186111
133;53,50074842
134;52,99460177
135;52,94579149
136;53,8684607
137;53,00544851
138;52,45938022
139;53,27406648
140;52,30788448
141;51,18446835
142;51,94990414
143;51,5772863
144;51,31546518
145;53,04667805
146;51,19681187
147;53,05197308
148;51,14273389
149;51,52394519
150;52,64309553
151;52,09409287
152;52,16810276
153;51,47114735
154;51,49371229
155;52,82346597
156;52,39032817
157;51,96909181
158;53,42295687
159;51,74462402
160;53,6861354
161;53,99445232
162;53,79430945
163;49,76123511
164;51,65441228
165;52,66518759
166;52,49267387
167;50,44083528
168;52,28509966
169;52,28898751
170;53,49942626
171;51,71059715
172;53,767836
173;53,84299978
174;53,70030666
175;53,54991079
176;52,63860511
177;53,79216611
178;51,15626178
179;52,18772759
180;52,17080364
181;53,23954717
182;53,09652518
183;52,77900121
184;51,72008827
185;52,42615283
186;52,33526398
187;53,10207873
188;52,36975857
189;51,2607104
190;50,25520826
191;52,34474278
192;50,38268301
193;52,89310029
194;52,12808608
195;52,26000647
196;52,70536089
197;51,7147082
198;52,98460656
199;52,57878542
200;51,51261602
Population 31;
Отбор лучших...;
Скрещивание...;
101;51,17158702
102;50,87267948
103;51,74829826
104;52,58100815
105;53,14041451
106;53,97167496
107;53,49836609
108;53,14631308
109;52,34840414
110;53,16859359
111;51,66052605
112;52,18717809
113;52,30919788
114;53,70113537
115;52,91825067
116;52,783303
117;53,00120629
118;52,98766851
119;52,33109037
120;52,6615989
121;53,62647844
122;53,3394033
123;52,35221114
124;51,54133457
125;49,79007765
126;52,40735424
127;52,46682619
128;52,76618603
129;52,6928652
130;53,67068125
131;53,32524931
132;53,34684003
133;53,5155555
134;49,89576617
135;50,79080133
136;51,63458003
137;52,93311958
138;52,88403839
139;51,70177083
140;52,53716314
141;51,64452177
142;53,03376099
143;51,98551755
144;50,48371461
145;53,00948204
146;51,14735505
147;53,47250947
148;51,63880783
149;50,55534604
150;52,48760372
151;52,90577332
152;53,10018838
153;50,71373607
154;51,97561518
155;51,69253174
156;52,50414444
157;50,26900926
158;52,89576996
159;54,20854211
160;52,31707142
161;50,52129473
162;52,59344878
163;54,20415359
164;50,47977407
165;52,4916801
166;53,08837402
167;53,90534263
168;53,31559791
169;53,3529538
170;53,00843807
171;50,85023231
172;53,36698781
173;51,42848339
174;53,18291434
175;51,74489406
176;51,70209095
177;51,33143947
178;52,99481682
179;52,23945222
180;52,53606562
181;53,28178112
182;52,75327068
183;52,31109302
184;51,70369412
185;52,58795678
186;53,03285662
187;52,19942556
188;51,7281934
189;52,82233727
190;54,09572842
191;51,77010732
192;51,08940331
193;52,62653877
194;52,69592577
195;52,05123727
196;51,31045703
197;50,60143325
198;51,55944093
199;52,52916807
200;52,41019404
Population 32;
Отбор лучших...;
Скрещивание...;
101;53,45033288
102;52,85637786
103;53,10986944
104;50,91890677
105;51,41467527
106;53,45594434
107;52,53213838
108;53,24589064
109;50,3822658
110;51,84505294
111;52,24107478
112;52,99368611
113;51,68729216
114;52,06671477
115;53,01372796
116;52,25915907
117;50,91722454
118;51,10363921
119;52,82959895
120;52,28896018
121;52,22886707
122;53,36716498
123;49,65800212
124;52,556352
125;50,94725589
126;51,5928709
127;52,66944758
128;53,17497517
129;52,58537127
130;52,91774786
131;51,83250001
132;51,7749677
133;54,01224821
134;52,24819583
135;51,70155671
136;52,00888623
137;51,54857255
138;51,77410388
139;52,71880529
140;51,85274734
141;52,56192994
142;53,60091276
143;52,72503602
144;51,973925
145;51,58742339
146;52,78454308
147;50,73383759
148;53,01759021
149;52,2606164
150;51,53762889
151;52,82332197
152;50,74217153
153;52,10260144
154;50,99736736
155;51,65266842
156;51,51479605
157;52,48077336
158;52,81585756
159;52,88651353
160;52,08769157
161;52,36689699
162;52,28521254
163;52,61351645
164;53,60822227
165;53,02902765
166;52,9156167
167;51,29265293
168;53,29510553
169;51,06208871
170;52,25698498
171;51,38680035
172;52,6740776
173;50,85783888
174;52,90088283
175;53,62399498
176;52,56689597
177;52,63869913
178;52,626616
179;53,29629528
180;52,71916141
181;53,02056749
182;51,95525657
183;52,10461629
184;53,60586017
185;52,68867707
186;51,22132532
187;52,984713
188;52,10772131
189;51,38447527
190;53,26335159
191;51,81395585
192;51,49939759
193;53,50318998
194;50,89954593
195;50,56987435
