Отбор...;
196;51,91337142
197;51,84244633
198;53,314625
199;52,20577383
200;52,68536472
Population 33;
Отбор лучших...;
Скрещивание...;
101;52,33195303
102;53,69188792
103;50,78738109
104;53,75959884
105;51,57022325
106;53,49419361
107;52,29873701
108;53,02676063
109;54,07169799
110;52,50747164
111;53,2283433
112;53,28032895
113;53,06842594
114;53,44909109
115;53,84735986
116;53,11122101
117;51,82539991
118;52,729362
119;53,09232052
120;52,05585173
121;51,57200754
122;53,91779796
123;53,83444139
124;52,73695252
125;51,98999828
126;52,08029177
127;50,86795733
128;50,06190267
129;52,77344597
130;51,75391725
131;50,74569937
132;50,48993661
133;54,2276735
134;53,92871005
135;52,28834644
136;52,14511057
137;53,32255794
138;52,06803456
139;52,94170453
140;53,39523312
141;52,27023582
142;53,73423078
143;52,23353181
144;52,02807624
145;50,94858555
146;50,91184026
147;51,76058154
148;52,5998985
149;52,6674531
150;53,81685005
151;52,35742754
152;51,42238765
153;52,88802076
154;53,11737654
155;53,66352309
156;51,81046211
157;53,33060354
158;51,00835112
159;53,06401006
160;52,89923094
161;51,83622728
162;52,03225034
163;51,68418283
164;52,10524662
165;52,8433533
166;53,60698867
167;51,75118603
168;51,75990598
169;51,93538123
170;53,23152325
171;52,33403563
172;52,26493989
173;52,50621815
174;52,35071111
175;52,91465514
176;53,60330245
177;52,37913021
178;53,0304275
179;51,79294349
180;51,78607896
181;52,3478347
182;52,36350757
183;52,16648931
184;53,87678886
185;52,02646829
186;52,51940249
187;52,98162214
188;52,57320029
189;52,70558655
190;51,41264938
191;53,7224811
192;51,67575346
193;51,5663795
194;53,22668541
195;52,56153429
196;51,28401427
197;54,41964565
198;51,84398576
199;51,79937602
200;52,6066615
Population 34;
Отбор лучших...;
Скрещивание...;
101;52,392701
102;53,25704243
103;50,62186919
104;52,38608177
105;51,73877396
106;52,39043
107;51,98531149
108;52,15167096
109;51,67625319
110;54,1874744
111;51,9055471
112;50,4956228
113;54,33601165
114;54,41340585
115;52,43245601
116;52,48293243
117;52,89946034
118;51,73282337
119;52,81121924
120;51,52809887
121;51,79237212
122;53,65065413
123;50,40134092
124;51,38524394
125;51,36673404
126;53,46281786
127;51,43467543
128;53,38426621
129;52,48626184
130;53,68079898
131;53,37521313
132;51,89523455
133;52,86373323
134;52,08458919
135;52,40408582
136;51,73363665
137;53,48927271
138;51,37828085
139;53,49416653
140;52,82457161
141;51,20247532
142;53,24552646
143;52,10509453
144;52,30221274
145;52,40010468
146;52,02287424
147;52,23341164
148;51,81130195
149;52,64159296
150;51,64462615
151;51,33403736
152;53,55773104
153;51,09775686
154;52,27186851
155;52,64653174
156;53,41287496
157;53,17598124
158;53,40174578
159;51,86872209
160;52,37739286
161;51,84956794
162;52,33318478
163;51,46152488
164;52,44403772
165;52,6187102
166;51,21558167
167;52,51006477
168;53,12804199
169;51,7718386
170;53,59260175
171;52,72781821
172;52,28336564
173;52,44713222
174;52,60393156
175;52,7645401
176;52,19785132
177;52,65100928
178;52,14630926
179;51,53993008
180;50,78817527
181;51,99667506
182;52,69123877
183;52,56494656
184;52,25756042
185;51,44127505
186;52,39571866
187;52,45236454
188;52,75293556
189;52,00910578
190;51,02431109
191;52,1279208
192;50,20540836
193;52,17613868
194;52,34484971
195;52,86237666
196;50,93600809
197;52,634155
198;53,16806191
199;52,92384821
200;51,54123118
Population 35;
Отбор лучших...;
Скрещивание...;
101;51,22522865
102;52,56109594
103;51,25403252
104;53,7455275
105;51,96581659
106;53,68562677
107;52,04136065
108;51,92525126
109;51,98007608
110;54,40020073
111;51,87133071
112;52,91698457
113;52,64510887
114;53,22119304
115;53,27532232
116;53,13300943
117;50,2928611
118;53,74462611
119;53,02196971
120;53,10405301
121;50,92637725
122;51,46568796
123;52,35571891
124;52,91036924
125;53,15179635
126;53,25670217
127;52,2820611
128;52,53419166
129;53,61116612
130;51,4234554
131;54,01608974
132;53,03227497
133;52,79620386
134;52,18343533
135;53,3746954
136;51,74682305
137;53,56947821
138;52,44717156
139;53,67903331
140;50,04016992
141;52,20778748
142;51,61400779
143;53,58724996
144;51,4066921
145;52,29571136
146;52,76629904
147;52,17158276
148;51,28454314
149;53,26839559
150;52,37856704
151;52,83875815
152;52,36507394
153;52,35986953
154;52,9779452
155;51,31523303
156;53,15118418
157;51,87651797
158;52,82428894
159;52,58580438
160;52,87507536
161;50,97906008
162;53,8086779
163;52,41155858
164;52,34119561
165;50,95337107
166;53,41022298
167;53,573104
168;50,5021867
169;53,92001004
170;50,60729924
171;52,07751847
172;52,49637704
173;51,87019295
174;50,28682357
175;51,66949486
176;52,2695369
177;51,82837084
178;53,68489526
179;52,69721357
180;52,17037518
181;52,0680429
182;50,60451763
183;53,04933781
184;53,20166817
185;52,21818432
186;54,17773061
187;51,76222371
188;54,10180434
189;52,97046663
190;49,99563225
191;52,49262889
192;52,41634954
193;51,90749522
194;53,93082663
195;53,40585348
196;52,5754985
197;54,15157197
198;53,67035412
199;51,97975984
200;52,37110018
Population 36;
Отбор лучших...;
Скрещивание...;
101;52,82010622
102;52,61765719
103;51,88765023
104;52,12987287
105;53,09187897
106;52,52061906
107;52,44276604
108;53,28288421
109;52,03800387
110;52,02988824
111;53,97225126
112;52,20244613
113;51,71547818
114;53,32386157
115;52,87663282
116;53,05851969
117;50,44326068
118;52,79800771
119;53,67606911
120;51,69722437
121;52,36927056
122;51,53550499
123;53,23705452
124;52,86373949
125;53,89185021
126;51,24276648
127;52,38793346
128;51,4998835
129;50,95329886
130;53,30086462
131;53,8718406
132;53,39026763
133;53,05498066
134;52,20725984
135;52,47850184
136;53,28844527
137;53,32152059
138;53,76416035
139;51,8947696
140;53,66318082
141;53,48384749
142;53,33232569
143;53,40703426
144;50,95027783
145;52,08985652
146;52,46453934
147;52,53935142
148;51,93726337
149;51,65931264
150;52,92450661
151;51,4737152
152;51,90394242
153;52,55054718
154;51,62872851
155;52,91382934
156;51,17339043
157;51,023389
158;52,90287484
159;51,97550015
160;52,54183618
161;53,08930091
162;51,971795
163;50,35131567
164;52,37347087
165;53,03866899
166;52,78387155
167;51,21014123
168;52,76666037
169;53,98115424
170;51,90946375
171;53,62932069
172;52,01993692
173;52,45659647
174;52,21669455
175;52,51946345
176;53,92336356
177;51,94973776
178;52,68838287
179;51,85904851
180;54,05007615
181;53,7878708
182;52,97464589
183;51,46057119
184;52,40480114
185;53,6088941
186;53,07445949
187;52,95908872
188;52,66417767
189;52,3736041
190;52,12219377
191;53,22793396
192;53,64451331
193;53,12896773
194;50,59678302
195;53,65857506
196;53,04911805
197;51,2013275
198;52,49008907
199;51,19934703
200;52,74699994
Population 37;
Отбор лучших...;
Скрещивание...;
101;53,05127721
102;53,20258497
103;51,80953165
104;52,49810477
105;53,58991267
106;53,36599346
107;52,46862188
108;52,35920777
109;50,77159891
110;51,47374973
111;52,23734825
112;52,76472454
113;51,66483044
114;52,56641653
115;51,11682523
116;51,26827776
117;52,39205435
118;51,05584848
119;52,87217546
120;53,02533995
121;52,91823712
122;53,02821131
123;51,00781755
124;53,34088322
125;53,89010757
126;52,54867728
127;52,35219384
128;52,28546221
129;52,2145151
130;52,69860013
131;52,47018696
132;51,83833163
133;52,10464709
134;52,60591
135;53,30816774
136;52,28479832
137;52,00706406
138;52,247656
139;51,97376682
140;51,57030152
141;51,06983794
142;52,18503594
143;52,33003855
144;51,73620956
145;50,19068104
146;51,96590159
147;51,82378658
148;52,60043956
149;53,56437034
150;52,07946577
151;52,20427453
152;52,26022445
153;53,73971325
154;53,75175126
155;51,6950128
156;52,44699134
157;52,69738997
158;51,95333851
159;50,89530491
160;52,62619151
161;51,39811995
162;51,93475745
163;51,81606243
164;53,62263484
165;53,88774073
166;53,77900752
167;53,60491016
168;51,01756012
169;51,80554641
170;52,88970073
171;51,41732682
172;53,69326278
173;52,72775039
174;50,03309578
175;52,99939632
176;51,21279981
177;50,88401816
178;52,39391229
179;51,94317262
180;50,69795404
181;53,34729018
182;52,50078247
183;51,07261074
184;51,64561961
185;51,74370115
186;52,69361512
187;51,64172843
188;52,36519183
189;51,17589768
190;53,87735387
191;52,97467586
192;52,66831747
193;53,19697854
194;52,00825563
195;52,58904235
196;52,48788541
197;52,15347767
198;51,01113633
199;54,03634392
200;52,77968296
Population 38;
Отбор лучших...;
Скрещивание...;
101;52,65965963
102;52,64281038
103;52,34169659
104;53,63591154
105;52,54214814
106;52,26474359
107;53,40142942
108;51,82047562
109;51,53756203
110;53,39814766
111;54,13959413
112;53,77096414
113;52,36612522
114;52,37856698
115;53,82192642
116;51,09316155
117;52,97722377
118;52,39613112
119;53,63139749
120;51,33232614
121;53,22042853
122;51,64306547
123;54,09224181
124;54,33216144
125;52,90666297
126;53,28989855
127;53,19500691
128;52,40343722
129;52,90518776
130;53,620414
131;52,7458947
132;53,53039941
133;53,67893517
134;53,23486878
135;54,08345318
136;50,96941941
137;52,33427703
138;53,37451286
139;52,04324303
140;53,62289421
141;54,11448157
142;52,32698384
143;52,58554706
144;52,23481898
145;51,83045661
146;52,41661591
147;52,75721919
148;52,71457077
149;53,27055516
150;51,48490124
151;52,46433949
152;52,40313703
153;49,86373683
154;51,19470215
155;54,31911509
156;51,72573016
157;52,40561982
158;52,65252553
159;51,7591423
160;53,51990248
161;50,53764666
162;53,51955902
163;52,3952848
164;51,31080176
165;51,51462962
166;54,33129489
167;51,58173239
168;52,40739263
169;52,93965313
170;49,9579515
171;52,49202966
172;53,48912251
173;51,90807113
174;51,31490995
175;53,00701996
176;51,21695527
177;52,3991475
178;52,52986002
179;50,60736745
180;53,37437708
181;52,58042958
182;52,13615784
183;53,74280911
184;52,05377148
185;54,21014835
186;52,13782866
187;51,24723726
188;53,52819493
189;52,29397771
190;51,66265275
191;51,88153743
192;53,18810539
193;52,39739054
194;52,05399345
195;53,47642291
196;53,90762584
197;51,29496587
198;53,22762748
199;53,18273911
200;51,84559271
Population 39;
Отбор лучших...;
Скрещивание...;
101;52,79529201
102;53,13575023
103;52,7307085
104;52,61231022
105;51,73436356
106;53,16821672
107;53,27757683
108;51,92781628
109;51,94951353
110;53,14704696
111;52,64488537
112;53,99443335
113;52,5508203
114;53,51652412
115;52,08717505
116;52,58388462
117;51,76023412
118;52,58866851
119;53,51904667
120;53,60633827
121;52,05304513
122;53,40617215
123;52,00902716
124;50,23828288
125;52,79579667
126;51,41395461
127;52,51437749
128;53,88765591
129;50,99204043
130;54,24069015
131;52,73026221
132;53,02317979
133;53,19480057
134;52,80345552
135;52,57845513
136;54,34651406
137;53,4527001
138;52,03802773
139;52,23276737
140;52,36050121
141;53,27541308
142;53,25852413
143;51,36495571
144;53,50470252
145;53,19996177
146;51,13984938
147;50,98017041
148;52,48988402
149;52,33235942
150;53,11841329
151;52,46273785
152;51,41130879
153;52,30237966
154;52,01134875
155;52,98386938
156;51,61161414
157;54,02970944
158;52,94968708
159;51,480966
160;53,70464845
161;51,01307121
162;51,37541688
163;51,12281958
164;52,38336416
165;52,53019813
166;52,81555369
167;53,77276955
168;53,79461254
169;50,75723552
170;53,00118974
171;52,82545324
172;50,90806053
173;54,01888902
174;54,42437002
175;53,2051961
176;53,84000655
177;53,80406765
178;52,50716765
179;52,04886036
180;51,52244493
181;52,22023472
182;52,48379173
183;51,2093995
184;52,12363947
185;52,72019148
186;50,87292557
187;53,19940829
188;52,70700973
189;53,00104951
190;52,24034308
191;52,6041273
192;51,93994272
193;53,62564906
194;52,47011078
195;51,09742583
196;53,8554959
197;53,37147198
198;51,25012949
199;52,78663469
200;51,91595723
Population 40;
Отбор лучших...;
Скрещивание...;
101;50,66737285
102;53,66203341
103;53,63433695
104;52,74859448
105;53,02742921
106;52,34933275
107;53,34073337
108;52,92241172
109;53,15006007
110;51,20262329
111;50,33771261
112;53,3250629
113;53,38532378
114;52,38502202
115;53,01800926
116;53,52878515
117;51,52450039
118;53,23667346
119;52,13321954
120;53,99130229
121;52,7255834
122;51,31437925
123;52,00604249
124;52,62677235
125;52,29628075
126;51,22404693
127;51,30081056
128;53,24826551
129;52,2049161
130;53,4642993
131;51,92014961
132;53,49642639
133;52,79149173
134;52,92752132
135;53,40842848
136;51,82790463
137;52,70557887
138;53,42124391
139;53,17706565
140;53,68923577
141;52,83558196
142;51,41430256
143;52,5262658
144;53,40252542
145;53,38664165
146;50,90638446
147;53,03915148
148;51,58407996
149;52,61878181
150;52,62624089
151;52,79486405
152;53,69447704
153;52,34476133
154;51,93184598
155;51,01503622
156;53,72860165
157;52,83183851
158;53,02261203
159;52,1321246
160;53,03645687
161;52,64809698
162;53,39162627
163;52,67173453
164;52,79262174
165;53,10787826
166;52,16965703
167;53,93617248
168;52,25622611
169;52,52123653
170;50,29339874
171;50,90371579
172;51,90230184
173;53,84338166
174;52,38700614
175;53,10562961
176;51,16359321
177;53,98396814
178;52,94285874
179;52,03309163
180;51,93430941
181;53,62016733
182;51,03232239
183;53,34195519
184;51,66382641
185;53,41658887
186;52,51143837
187;52,86449407
188;53,81531849
189;52,18645484
190;53,55857538
191;52,47612194
192;51,99153227
193;51,64939416
194;51,89427823
195;50,90693693
196;52,44453216
197;52,32298714
198;51,72496582
199;54,20819778
200;52,0697533
Population 41;
Отбор лучших...;
Скрещивание...;
101;51,85057883
102;53,40768417
103;51,9204533
104;53,78063461
105;52,92986101
106;53,29997389
107;54,0222904
108;54,18342738
109;54,14174619
110;53,11553192
111;52,73885792
112;50,43831271
113;52,43193917
114;51,66249914
115;53,37696255
116;50,24991297
117;53,92846355
118;53,7528933
119;51,97110944
120;51,10652773
121;52,24912461
122;52,2015636
123;51,39350606
124;52,86377582
125;54,29472046
126;52,27139088
127;51,27328453
128;52,27857006
129;51,00181087
130;53,78277941
131;52,4574001
132;51,91122151
133;51,03241316
134;53,21417994
135;52,15721736
136;50,9797578
137;51,51148458
138;52,57024961
139;52,47790408
140;50,95010932
141;51,32436489
142;52,96335324
143;53,51472275
144;52,68398692
145;52,78997732
146;53,3769363
147;54,21072033
148;53,53524633
149;52,20785218
150;52,91051377
151;51,43893374
152;52,27409233
153;51,03256613
154;52,977597
155;51,22056304
156;53,46015321
157;51,69519091
158;52,15833224
159;52,87592565
160;53,81511286
161;52,81443163
162;52,26930308
163;52,87235888
164;52,43702993
165;51,71229808
166;51,43528182
167;50,40385123
168;53,21721753
169;52,42655191
170;53,732814
171;53,63670402
172;53,96118929
173;52,6531171
174;52,99056871
175;51,6371821
176;54,1348206
177;54,02733807
178;52,52913947
179;52,95087961
180;53,60308665
181;52,41590375
182;53,78910333
183;53,55430791
184;53,14314035
185;53,29714917
186;53,13755879
187;52,99752457
188;53,63415734
189;52,51972875
190;53,30223684
191;52,4620599
192;53,15754484
193;53,7895776
194;52,78170613
195;52,75412521
196;51,8557419
197;53,90281279
198;53,61726761
199;53,36003339
200;53,378762
Population 42;
Отбор лучших...;
Скрещивание...;
101;53,47204888
102;52,47707857
103;52,00755773
104;52,84115428
105;51,55101971
106;51,89909799
107;50,99211624
108;51,30624163
109;52,77001398
110;53,30397042
111;52,08196807
112;50,91157737
113;51,88383208
114;52,54436319
115;52,21312088
116;54,04274093
117;52,44735336
118;52,8162093
119;52,63807497
120;53,4812579
121;51,75268984
122;52,77728302
123;53,80270668
124;52,64170534
125;53,41914924
126;53,21288196
127;52,04984827
128;53,01198972
129;54,44873834
130;53,49432308
131;52,89811931
132;53,84127906
133;52,10445885
134;52,18917215
135;50,96220765
136;54,06523124
137;51,98399241
138;53,20507524
139;51,68181893
140;53,39813916
141;52,74105543
142;51,8295027
143;52,8657005
144;53,36710897
145;52,31807094
146;53,05297152
147;53,53406621
148;53,71477827
149;53,5768292
150;52,3282551
151;53,28055834
152;52,57290404
153;51,75430524
154;50,89977545
155;53,58599807
156;52,30665895
157;51,94674687
158;52,53247949
159;53,86826003
160;53,31870074
161;51,65954093
162;51,83081417
163;51,23078998
164;51,64975038
165;51,6695078
166;52,20046881
167;52,23459294
168;51,93136315
169;52,95872809
170;53,33323026
171;52,59350512
172;51,81118137
173;50,93797979
174;53,70339295
175;52,98451787
176;52,34015014
177;54,24870504
178;53,43880711
179;52,58831361
180;51,794353
181;52,18967617
182;51,39313296
183;53,52158329
184;52,37418927
185;51,93182122
186;52,71953787
187;50,58781951
188;50,56181313
189;51,04019361
190;52,85623175
191;52,55068028
192;53,49263939
193;51,32936804
194;52,13588961
195;50,89653986
196;52,85406017
197;53,7412386
198;51,70566765
199;52,30970996
200;52,9371797
Population 43;
Отбор лучших...;
Скрещивание...;
101;51,5743708
102;53,08266246
103;52,71511983
104;51,86241361
105;53,82261772
106;52,71592513
107;52,28163264
108;52,17804261
109;52,44218369
110;52,22579442
111;52,76123337
112;54,06068355
113;53,72971481
114;53,32976179
115;53,45456949
116;50,59717652
117;52,42477662
118;52,15165271
119;54,4037404
120;52,00476119
121;54,08415195
122;52,31419497
123;52,05116584
124;52,59220003
125;51,48805183
126;52,45603073
127;52,50636069
128;50,7415989
129;52,7462239
130;52,3324296
131;51,99858163
132;52,37989692
133;52,66886462
134;51,99660128
135;53,12141697
136;52,64525332
137;53,30143946
138;52,72794384
139;51,93326506
140;53,99160154
141;52,24205295
142;50,19606561
143;51,9260643
144;51,18070306
145;52,22004784
146;52,482214
147;51,31875831
148;51,79624456
149;53,28010244
150;53,5481878
151;53,14560545
152;51,82274541
153;50,87691685
154;52,91283926
155;52,5310815
156;51,89626554
157;51,86204921
158;52,48969042
159;53,68840402
160;53,51843361
161;52,94368605
162;53,84596692
163;51,93752339
164;51,88975754
165;52,78088201
166;51,78731827
167;53,23805277
168;51,73518673
169;51,66330916
170;51,46444643
171;53,75559943
172;52,93436398
173;51,88587154
174;51,72249382
175;53,03209418
176;52,84561999
177;51,57238
178;51,60711636
179;51,21341674
180;50,08147847
181;53,40475259
182;53,04081495
183;53,03778124
184;52,94941248
185;51,8616538
186;52,47873447
187;50,77114726
188;52,88306452
189;51,55319237
190;51,95059439
191;52,34667706
192;52,54872507
193;52,56089015
194;52,94311814
195;52,75665459
196;54,22944892
197;50,58337382
198;51,70975484
199;53,71830317
200;53,38370955
Population 44;
Отбор лучших...;
Скрещивание...;
101;51,87916534
102;54,19276488
103;53,73511608
104;52,35328791
105;52,76756977
106;52,61231949
107;53,19380592
108;53,43232443
109;51,51650968
110;51,25282058
111;52,10753128
112;51,49800882
113;53,10657098
114;53,37404214
115;53,45969985
116;51,94490735
117;53,84943175
118;52,79981439
119;51,65083823
120;54,09577831
121;52,03105708
122;53,49663608
123;51,71512923
124;52,38042843
125;53,74218612
126;53,01354128
127;50,80207727
128;52,48423302
129;53,26873053
130;53,63501339
131;53,35652523
132;53,58868253
133;52,64962326
134;53,71307815
135;52,60834765
136;50,26240144
137;52,00599559
138;53,06297095
139;51,7733393
140;53,33704576
141;53,89411507
142;51,66287976
143;51,01481591
144;52,98047863
145;52,18158036
146;51,99366694
147;53,9601352
148;52,63720089
149;53,41563617
150;51,91279596
151;51,79914992
152;52,81663248
153;53,42770208
154;52,13752618
155;52,05093648
156;53,21650876
157;50,45382805
158;52,34526691
159;53,33583594
160;53,12474739
161;51,79463863
162;51,8820739
163;51,21185737
164;53,22168335
165;51,36420555
166;53,05168436
167;52,79361685
168;52,51933939
169;52,59753245
170;51,90132732
171;54,11209736
172;52,11774164
173;53,9574068
174;51,25672392
175;52,90426511
176;50,58419967
177;51,67747411
178;53,81158683
179;53,33052993
180;54,14782315
181;51,37795208
182;51,90014757
183;52,33063127
184;52,05267445
185;53,22350723
186;52,8353075
187;52,74311332
188;51,79708996
189;52,92453431
190;51,64431427
191;53,01931686
192;52,09567064
193;50,56126721
194;53,57683904
195;51,49246911
196;52,13137244
197;52,44146776
198;52,47469494
199;52,13399826
200;52,91334286
Population 45;
Отбор лучших...;
Скрещивание...;
101;53,71456178
102;53,07777203
103;51,9514927
104;51,76997668
105;53,91476666
106;52,96405809
107;52,85464068
108;52,76558806
109;52,28064459
110;53,01281304
111;53,09982138
112;53,96519713
113;51,8053879
114;53,33341695
115;51,94606998
116;52,33180474
117;50,71722059
118;51,06014461
119;52,64570211
120;52,21021202
121;53,16863049
122;53,56304419
123;52,48140086
124;54,50534058
125;52,3272147
126;52,36687212
127;52,14244897
128;53,90766314
129;53,38262604
130;52,30094581
131;52,6872628
132;52,32959153
133;51,61222396
134;52,98405227
135;53,30981302
136;52,10717021
137;52,08706513
138;51,83192903
139;52,95522972
140;52,23852341
141;50,98200821
142;53,23334587
143;53,23783984
144;53,19535941
145;50,4013173
146;53,10634609
147;52,96733647
148;50,67518158
149;53,49580847
150;52,74942263
151;53,18222251
152;53,41227158
153;53,32343274
154;52,56088927
155;53,65675741
156;51,68601554
157;52,38067194
158;53,78874594
159;51,79698867
160;50,44172382
161;51,68859862
162;52,01030104
163;53,8343715
164;53,11883577
165;52,66043186
166;52,5684832
167;50,10486452
168;53,81106642
169;52,20743039
170;51,7302389
171;52,7413799
172;53,36718076
173;50,49416451
174;53,66276753
175;53,61033638
176;52,69815519
177;52,74348914
178;54,26974695
179;51,51480031
180;53,11481989
181;53,82141225
182;54,15572037
183;52,98476292
184;53,10859811
185;53,69169473
186;52,36906222
187;52,68144348
188;53,68722413
189;53,59289333
190;54,15286321
191;52,56583266
192;53,43106034
193;50,34611625
194;52,64431328
195;52,3022327
196;53,07463542
197;52,82535949
198;52,44292975
199;51,59010807
200;53,21873108
Population 46;
Отбор лучших...;
Скрещивание...;
101;53,6493285
102;52,14313273
103;51,95711274
104;52,99027642
105;51,30785623
106;53,31512337
107;52,05375437
108;53,52691845
109;52,84070146
110;53,08809481
111;53,71923513
112;53,24601383
113;53,18007243
114;53,7301889
115;52,62966708
116;51,17332001
117;54,14372068
118;51,6807463
119;52,82826523
120;51,70758159
121;53,84827239
122;52,25920344
123;54,14358059
124;53,08113894
125;50,62695718
126;52,22291011
127;52,25450057
128;52,98525958
129;53,32728762
130;53,11853461
131;50,69400236
132;53,75884151
133;50,58521756
134;51,31949771
135;52,56033581
136;52,9232586
137;51,40363197
138;52,54969027
139;51,80775001
140;52,48434399
141;53,36540285
142;51,3390408
143;51,59435733
144;52,47064721
145;52,03784116
146;52,76616949
147;52,00946313
148;52,12109189
149;52,11761313
150;53,07642868
151;51,75075205
152;50,57734207
153;54,24133388
154;51,87715677
155;52,3283017
156;52,4000988
157;53,23514074
158;51,66002231
159;53,21240021
160;52,34897196
161;51,01897961
162;52,26107324
163;52,80545557
164;52,84733003
165;53,67634183
166;54,09471738
167;54,46554518
168;53,43493062
169;53,03353041
170;53,12573177
171;51,95005479
172;53,24353711
173;53,35871843
174;52,09469633
175;52,17235498
176;52,79089208
177;51,11424825
178;51,02304998
179;51,44602509
180;52,95111977
181;52,9379744
182;52,676097
183;53,29353551
184;51,64398156
185;53,65542467
186;51,81933081
187;53,6468931
188;53,74122655
189;51,66658969
190;51,94188666
191;52,15847871
192;52,57898276
193;54,20297861
194;52,13590799
195;51,61543276
196;50,75012631
197;51,90107478
198;53,2548867
199;54,13371514
200;53,6745118
Population 47;
Отбор лучших...;
Скрещивание...;
101;53,15677635
102;53,10620078
103;52,5422002
104;50,98877014
105;51,56192935
106;53,19510883
107;53,36307147
108;53,08607784
109;53,50059773
110;51,93508672
111;52,61868173
112;51,41160655
113;53,86262809
114;52,27356358
115;50,37948742
116;53,41311463
117;52,68360059
118;53,44751725
119;52,25394736
120;52,54062297
121;53,32186884
122;51,3719498
123;53,36064966
124;52,44676035
125;52,84719927
126;51,97524095
127;53,2560182
128;53,42968434
129;53,34211321
130;52,5251067
131;50,73453989
132;52,35961072
133;53,3495038
134;51,82756553
135;52,5347097
136;53,25269811
137;51,59814169
138;54,02023449
139;52,8525504
140;52,66004201
141;53,89747449
142;52,65368329
143;52,06758728
144;51,59629098
145;51,28252288
146;52,45770789
147;52,41473861
148;52,29401899
149;51,8592179
150;53,25059985
151;52,27937075
152;53,36588242
153;54,45334464
154;53,55754507
155;52,44786515
156;51,78958304
157;52,90104581
158;50,64916102
159;52,3528805
160;53,67552711
161;51,83735637
162;51,8639994
163;52,04228447
164;53,04152507
165;52,8521015
166;52,37048904
167;53,51551372
168;53,54833499
169;51,94201018
170;52,54461003
171;53,37768648
172;53,57441012
173;52,98640589
174;53,75407372
175;54,27964911
176;53,09231863
177;53,35928408
178;51,2256946
179;52,99903746
180;53,64452715
181;52,82304926
182;52,44359832
183;52,81920743
184;54,13928484
185;52,78811062
186;52,47631013
187;51,94967998
188;50,1405615
189;51,14030708
190;53,27495174
191;50,52881921
192;51,12637798
193;52,31087688
194;52,64137175
195;52,82241716
196;52,19748074
197;53,45123662
198;53,71974076
199;51,31476116
200;50,68110054
Population 48;
Отбор лучших...;
Скрещивание...;
101;52,1424986
102;54,21489462
103;52,28573412
104;53,63230989
105;51,97297419
106;51,20288384
107;52,73116556
108;50,88411373
109;53,00360056
110;51,26558978
111;49,93491998
112;52,65056704
113;53,3969586
114;52,92580265
115;52,18923022
116;52,29700822
117;52,74824145
118;53,27030859
119;50,39579691
120;52,84048621
121;52,06758205
122;50,98739438
123;52,17285713
124;52,5557583
125;53,03245218
126;52,67432568
127;52,93054161
128;53,94165695
129;52,4281415
130;52,06239168
131;51,09988358
132;54,07546952
133;52,95562801
134;53,30536098
135;52,53573021
136;52,46017678
137;53,63141941
138;53,09920651
139;53,22501092
140;52,16563122
141;52,73140645
142;51,50023483
143;52,03345577
144;53,58615227
145;54,35997595
146;51,04256077
147;52,84262243
148;53,40007255
149;51,09700529
150;51,42124515
151;52,59363058
152;51,38001115
153;54,40354058
154;52,38440804
155;50,58338255
156;51,81782882
157;53,22097934
158;52,58651737
159;53,77971889
160;53,7876197
161;53,46373211
162;52,89171165
163;53,54833821
164;52,68802941
165;53,73732726
166;51,34917453
167;52,93131978
168;52,77298656
169;50,42238845
170;50,64770686
171;51,50290733
172;52,08446056
173;51,37984058
174;53,47740746
175;53,09645864
176;53,76237055
177;52,04508494
178;51,68571248
179;52,76979769
180;51,67858909
181;51,26171562
182;52,50863963
183;52,67470432
184;52,50635124
185;51,71249591
186;53,99454609
187;51,07516649
188;52,10853888
189;52,72702335
190;53,57560016
191;52,39424687
192;51,34687222
193;52,4247376
194;51,20364336
195;53,42899301
196;51,90485148
197;53,22755439
198;52,94582131
199;53,73226896
200;51,09555538
Population 49;
Отбор лучших...;
Скрещивание...;
101;51,67702411
102;52,618747
103;52,63376472
104;52,5546902
105;52,43834676
106;53,35063761
107;53,44158905
108;51,51917626
109;53,10054996
110;52,78053146
111;51,85791435
112;51,9011616
113;53,62926454
114;52,61160072
115;51,07813441
116;53,65748215
117;51,09940183
118;52,82735384
119;53,58739975
120;53,6889773
121;51,26967924
122;52,04683056
123;53,04095314
124;51,416968
125;52,28242538
126;53,73981241
127;52,9204746
128;51,0190796
129;51,53972625
130;51,28714036
131;53,23170575
132;52,71446865
133;51,9488835
134;52,20621399
135;51,73870689
136;53,30284262
137;51,86869505
138;52,05421018
139;50,73622325
140;52,32529011
141;51,83327619
142;52,75834115
143;52,24899799
144;52,87366356
145;51,26766404
146;53,2352588
147;52,00597142
148;53,13214759
149;54,02706879
150;53,58321757
151;52,47717127
152;52,1979987
153;53,93841958
154;52,42352758
155;51,73486621
156;52,84361808
157;53,95937057
158;53,87264056
159;53,95127381
160;53,51449295
161;52,56945198
162;50,44729698
163;53,11304025
164;49,56784883
165;52,45969755
166;51,85231308
167;52,4197225
168;53,57940314
169;52,92060043
170;53,35188752
171;53,07842874
172;52,75037284
173;52,21150529
174;51,69523266
175;54,09519184
176;52,40853543
177;53,74438416
178;53,03704847
179;52,70860918
180;50,27684379
181;53,61583035
182;52,15751769
183;52,54740787
184;53,90354972
185;53,12434834
186;52,7765184
187;54,33227417
188;53,0921714
189;53,78872324
190;52,80359692
191;50,93703652
192;52,98697867
193;52,86883436
