Layer;Neuron;Weight;Value;
0;0;0;-0,0188396392329471;
0;0;1;0,0435410903208761;
0;0;2;-0,15351757217448;
0;0;3;0,192205684253439;
0;0;4;0,144826903715201;
0;0;5;-0,233225489275335;
0;0;6;0,15751500996213;
0;0;7;-0,101713507067978;
0;0;8;0,160039603065395;
0;0;9;-0,110824282540694;
0;0;10;0,0235126768200672;
0;0;11;0,0684290196957121;
0;0;12;-0,035329891271521;
0;0;13;-0,13898239702964;
0;0;14;0,142876793548527;
0;1;0;0,0675726847185671;
0;1;1;-0,0545348957156513;
0;1;2;-0,034050724662408;
0;1;3;-0,13650678293991;
0;1;4;0,135037953507813;
0;1;5;0,149458203162668;
0;1;6;-0,249577283944818;
0;1;7;-0,073937061818357;
0;1;8;-0,0884544787157384;
0;1;9;-0,0637084423364662;
0;1;10;-0,0193935528246364;
0;1;11;-0,147030978822098;
0;1;12;0,252490529881009;
0;1;13;-0,209786769321592;
0;1;14;-0,304382288254366;
0;2;0;-0,111031090393407;
0;2;1;-0,27496233135224;
0;2;2;-0,0483091514780514;
0;2;3;-0,00243471326921912;
0;2;4;-0,167280457141852;
0;2;5;-0,278161328852207;
0;2;6;-0,0166728592444234;
0;2;7;0,232928952327625;
0;2;8;0,08747134996177;
0;2;9;-0,181727394386799;
0;2;10;0,242274516295796;
0;2;11;-0,28624035992112;
0;2;12;-0,0302738813613424;
0;2;13;-0,184026214092016;
0;2;14;-0,0600151675995013;
0;3;0;0,136542783951801;
0;3;1;-0,185831503020151;
0;3;2;0,130013719738243;
0;3;3;-0,00707474217889798;
0;3;4;-0,212527921070804;
0;3;5;-0,146006947098319;
0;3;6;-0,10309519743785;
0;3;7;-0,167730247811644;
0;3;8;-0,0498461707667167;
0;3;9;-0,0590233918385692;
0;3;10;-0,0848515315978711;
0;3;11;-0,164066264684881;
0;3;12;-0,238489599793067;
0;3;13;-0,077391360118427;
0;3;14;0,0235535403392165;
0;4;0;-0,116644265085343;
0;4;1;-0,124310327135599;
0;4;2;-0,149708827393043;
0;4;3;-0,0824030481156322;
0;4;4;-0,0677355290851542;
0;4;5;-0,210253501326524;
0;4;6;0,0451758228959807;
0;4;7;0,0297366721282753;
0;4;8;-0,060830432108494;
0;4;9;0,0741566968258585;
0;4;10;-0,215437676226792;
0;4;11;-0,00041819468116476;
0;4;12;-0,114743365521576;
0;4;13;0,0189441185544636;
0;4;14;0,287815972300087;
0;5;0;0,0225715949950528;
0;5;1;0,0105917074750452;
0;5;2;0,105095388094365;
0;5;3;0,0658917172687736;
0;5;4;0,0196212122346719;
0;5;5;0,0463958233809339;
0;5;6;-0,0485653453202354;
0;5;7;-0,020534324294377;
0;5;8;-0,193202437524613;
0;5;9;0,113490206479349;
0;5;10;-0,352487648112047;
0;5;11;0,266022487479026;
0;5;12;-0,213531328759254;
0;5;13;0,183561375586154;
0;5;14;0,117666602086828;
0;6;0;0,193079429469031;
0;6;1;-0,112290545995918;
0;6;2;0,217389695966867;
0;6;3;-0,28702417678051;
0;6;4;-0,0158159700139888;
0;6;5;0,0463470365381674;
0;6;6;0,0502367972030969;
0;6;7;-0,0411382390700102;
0;6;8;0,14514646947168;
0;6;9;0,0930552071145234;
0;6;10;0,0239912780467737;
0;6;11;0,124124660905256;
0;6;12;0,165644613138617;
0;6;13;-0,11878988174475;
0;6;14;-0,0842094133908948;
0;7;0;-0,000353332437543208;
0;7;1;0,164817608281467;
0;7;2;0,20891724761666;
0;7;3;-0,202573046002347;
0;7;4;0,20781452035647;
0;7;5;-0,0746245620812342;
0;7;6;-0,0278444080726018;
0;7;7;0,189464804761429;
0;7;8;0,227691469346179;
0;7;9;-0,165799386975754;
0;7;10;0,0760246750911822;
0;7;11;-0,165736175121239;
0;7;12;-0,289999402781406;
0;7;13;-0,15099290966159;
0;7;14;0,227222120673038;
0;8;0;-0,0124377329626184;
0;8;1;-0,0369391584116032;
0;8;2;0,18972812766246;
0;8;3;-0,00434992803985276;
0;8;4;0,212921722161349;
0;8;5;0,192422819807399;
0;8;6;0,12705894218325;
0;8;7;-0,0311122233769885;
0;8;8;0,305239864876372;
0;8;9;-0,227806053982466;
0;8;10;0,329218814519401;
0;8;11;-0,0384243397126651;
0;8;12;0,0156161192062485;
0;8;13;-0,120328037277264;
0;8;14;0,188659158058749;
0;9;0;0,204137634469689;
0;9;1;0,17019850490147;
0;9;2;-0,154052094477003;
0;9;3;0,00539548129016539;
0;9;4;-0,0885033967363753;
0;9;5;-0,11876679489339;
0;9;6;-0,0410919595409416;
0;9;7;-0,153291292759665;
0;9;8;-0,0550280195375686;
0;9;9;0,00860871819233981;
0;9;10;-0,138704457546376;
0;9;11;0,153603573734873;
0;9;12;-0,0425101870065611;
0;9;13;0,253527226781996;
0;9;14;-0,156857045395584;
0;10;0;0,24470318474907;
0;10;1;0,238444432249169;
0;10;2;-0,28561140309663;
0;10;3;-0,209519211699264;
0;10;4;0,104040414878476;
0;10;5;-0,0516861390627346;
0;10;6;0,0605874355955421;
0;10;7;0,174018564222744;
0;10;8;0,061014736277227;
0;10;9;-0,123073313528703;
0;10;10;-0,132759333261283;
0;10;11;0,0833109849020607;
0;10;12;-0,0548859110101035;
0;10;13;-0,0301164333106885;
0;10;14;0,187241756505906;
0;11;0;0,0345340306450217;
0;11;1;0,156828537373194;
0;11;2;0,0152843654859701;
0;11;3;-0,038991274209349;
0;11;4;-0,010502501766089;
0;11;5;-0,131751438037526;
0;11;6;0,223313185944605;
0;11;7;0,0677900779568698;
0;11;8;0,0256117309504647;
0;11;9;-0,0501851088710211;
0;11;10;0,0467372448494891;
0;11;11;0,179256847248326;
0;11;12;-0,0356369056679202;
0;11;13;-0,0170176263445487;
0;11;14;0,00673237769856687;
0;12;0;0,252347338160898;
0;12;1;0,062916772104752;
0;12;2;-0,237165369492927;
0;12;3;-0,160973259503671;
0;12;4;-0,254226457378226;
0;12;5;0,0268253559784467;
0;12;6;-0,153695849361338;
0;12;7;-0,142727510194047;
0;12;8;0,0943399822929639;
0;12;9;0,0351848599787798;
0;12;10;-0,0644045912750133;
0;12;11;0,0830857628243971;
0;12;12;-0,015226116927642;
0;12;13;-0,0760156519021279;
0;12;14;0,282465990710319;
0;13;0;-0,139824330893913;
0;13;1;-0,0849318875560706;
0;13;2;0,113629011985203;
0;13;3;0,161040217468973;
0;13;4;-0,177446760411259;
0;13;5;-0,0683071735057537;
0;13;6;-0,0649638725137592;
0;13;7;-0,00548370074785706;
0;13;8;-0,0207148663735912;
0;13;9;0,037386437078921;
0;13;10;-0,196438833641534;
0;13;11;0,126661319903365;
0;13;12;-0,078760142765291;
0;13;13;-0,172583170642963;
0;13;14;0,225019366993153;
0;14;0;-0,134752591745176;
0;14;1;-0,227042346116079;
0;14;2;0,180836160016547;
0;14;3;0,268668943781469;
0;14;4;-0,13758940678881;
0;14;5;-0,0257723122375431;
0;14;6;-0,150752929268636;
0;14;7;0,0182941105195207;
0;14;8;-0,0288876386613756;
0;14;9;-0,200124122284029;
0;14;10;-0,171386180733558;
0;14;11;0,280452279983292;
0;14;12;-0,11428846107285;
0;14;13;-0,193348231429325;
0;14;14;0,0680850516609507;
1;0;0;0,306936820879084;
