Layer;Neuron;Weight;Value;
0;0;0;0,0167791975626936;
0;0;1;-0,0718973773776915;
0;0;2;-0,231733130158332;
0;0;3;0,316070089900259;
0;0;4;0,108006612125295;
0;0;5;-0,0791307550635165;
0;0;6;0,208389955400852;
0;0;7;-0,178801808168359;
0;0;8;0,303761664954389;
0;0;9;-0,0329412972090561;
0;0;10;0,160561831132671;
0;0;11;-0,396873834329486;
0;0;12;0,116987246036401;
0;0;13;0,170153317597749;
0;0;14;0,283587091167648;
0;1;0;0,341767735595311;
0;1;1;-0,105458799563513;
0;1;2;-0,0244304061408885;
0;1;3;0,351155598590727;
0;1;4;0,220942319601413;
0;1;5;-0,0955356032855076;
0;1;6;-0,0744982921681304;
0;1;7;-0,106399380109508;
0;1;8;0,0851636311061984;
0;1;9;-0,29433063150316;
0;1;10;0,104798573923551;
0;1;11;-0,161064765097521;
0;1;12;0,299555336860735;
0;1;13;0,288028890320627;
0;1;14;0,0254115763298506;
0;2;0;-0,301669688918287;
0;2;1;-0,1711918602311;
0;2;2;0,0070728983915282;
0;2;3;0,292274403094155;
0;2;4;-0,108822228056122;
0;2;5;0,299570008055234;
0;2;6;-0,316683321768241;
0;2;7;0,19749663525267;
0;2;8;0,204410241724442;
0;2;9;0,283170614703709;
0;2;10;-0,162846132319717;
0;2;11;0,230478701587823;
0;2;12;0,0369341902093017;
0;2;13;0,101481553811877;
0;2;14;0,0354326976277199;
0;3;0;-0,173868688830372;
0;3;1;0,305631780990583;
0;3;2;-0,281787395555795;
0;3;3;0,216854094373178;
0;3;4;0,0674983652724438;
0;3;5;0,20620882683331;
0;3;6;-0,222805753288416;
0;3;7;-0,223413614570706;
0;3;8;-0,314889696362628;
0;3;9;0,231760609191155;
0;3;10;-0,143644091304456;
0;3;11;0,0318472000379231;
0;3;12;0,164123366242551;
0;3;13;-0,00749439183780693;
0;3;14;-0,0943518657488052;
0;4;0;0,266099824939956;
0;4;1;0,204320300070804;
0;4;2;0,269966606183295;
0;4;3;-0,0689085263101462;
0;4;4;-0,18617536775426;
0;4;5;0,277977430251022;
0;4;6;-0,0384377114275853;
0;4;7;-0,280569628660265;
0;4;8;-0,124663269926467;
0;4;9;0,116483133009847;
0;4;10;-0,187195479492983;
0;4;11;0,256643849242245;
0;4;12;-0,253440799649607;
0;4;13;0,0427647151949649;
0;4;14;0,187628869995892;
0;5;0;0,025548803924067;
0;5;1;0,249561044026251;
