Отбор...;
139;9,52725202307986;
140;57,2611629489378;
141;9,91193705542013;
142;57,2137619127428;
143;8,64247231940821;
144;58,8279507656039;
145;48,1957946650814;
146;42,9944412140561;
147;57,3711267779806;
148;54,8575593826452;
149;5,75880773219739;
150;58,2113960820903;
151;54,9112183774873;
152;54,9674591320105;
153;59,4071388966937;
154;57,4873359756901;
155;56,5146715200624;
156;13,1008859692139;
157;55,4221264200881;
158;48,7434863186081;
159;37,6546113409651;
160;29,6751819890274;
161;58,4308208713521;
162;9,00395974272231;
163;55,4950471037341;
164;6,44693910110707;
165;55,5259333170618;
166;40,4040872214013;
167;7,16186655356087;
168;34,2600952030491;
169;33,4697179211798;
170;57,7805653251957;
171;56,0911926433775;
172;58,9335875402328;
173;57,4330525917038;
174;56,3715977714648;
175;57,1194946021035;
176;54,4173367520092;
177;54,8775596253629;
178;45,4585943180176;
179;59,6177679064697;
180;58,3106165035588;
181;56,8458394634735;
182;56,9206580336834;
183;33,0106223905303;
184;25,8780484939099;
185;32,6204030521815;
186;57,5696485493386;
187;30,1294716114256;
188;55,4517320983872;
189;56,4446802761073;
190;55,2638292597888;
191;57,1236716141932;
192;29,0969099236421;
193;54,8303547469557;
194;5,97256064804291;
195;56,2220416805381;
196;59,0979809366287;
197;41,5244240801977;
198;56,8330576822552;
199;57,9581642264037;
200;57,9470139479144;
Population 2;
Отбор лучших...;
Скрещивание...;
101;34,4758414367171;
102;54,8285989358252;
103;29,3646303014351;
104;56,8044981634733;
105;59,5295191875058;
106;32,1873230767757;
107;40,637347990082;
108;59,1747696795928;
109;58,7036069406909;
110;59,1889206810192;
111;58,9360098431201;
112;58,3806588159488;
113;56,8422538017649;
114;14,2066146383265;
115;58,201228739965;
116;6,15145090356515;
117;57,1413284076271;
118;58,4276276213337;
119;58,5380986236698;
120;57,5454596219358;
121;54,2072134615575;
122;54,0414652538379;
123;59,2404300199034;
124;57,1553792404518;
125;56,3640075080309;
126;59,176398585986;
127;57,0398626456647;
128;59,033379350929;
129;56,5775144768189;
130;7,61473692201317;
131;57,8815864420313;
132;5,95979189272952;
133;15,3344143034844;
134;58,1269128949826;
135;58,1201024284613;
136;58,0854522286896;
137;38,6025105759926;
138;58,5828989220947;
139;10,0651000631122;
140;59,2887596359431;
141;9,01611612260433;
142;31,7866865090637;
143;58,0599448246553;
144;33,6671043250372;
145;55,4850261542884;
146;57,4298645110476;
147;51,6316514156739;
148;57,024018395793;
149;34,6386600008881;
150;47,2519989258161;
151;57,2277351930609;
152;58,1239040569999;
153;58,967886348411;
154;56,7655137676843;
155;49,4450644879229;
156;33,9168871179516;
157;57,3420182356328;
158;58,9587569925071;
159;59,6029871438158;
160;8,98090835417294;
161;41,8288285053143;
162;10,1284384232638;
163;57,8405822909791;
164;52,9226815545139;
165;8,47464831947743;
166;38,0166367947812;
167;8,21458731698866;
168;32,3486604136652;
169;46,817573177269;
170;60,0194352723354;
171;5,97028035993155;
172;7,52901203084676;
173;57,371670982592;
174;9,15201585830714;
175;58,2824661906087;
176;58,6746776293538;
177;44,0674498104057;
178;55,9636257774252;
179;59,5724463285598;
180;17,0725273660025;
181;58,1949991210601;
182;59,9921268434033;
183;59,5519276201678;
184;57,9899569934141;
185;12,4540674039008;
186;39,2152458410178;
187;56,8515639122472;
188;59,1806205937286;
189;9,38728422645069;
190;57,8679368942023;
191;33,2890877775777;
192;56,4607353710425;
193;59,5629229949497;
194;57,2485273287407;
195;54,0181582536281;
196;50,0458738454405;
197;56,7637812969731;
198;6,08386971602034;
199;38,8720532799252;
200;55,8002398888587;
Population 3;
Отбор лучших...;
Скрещивание...;
101;34,7228076676382;
102;57,7760474087552;
103;59,191816176492;
104;59,2906774400264;
105;9,8312596760072;
106;58,8281825508756;
107;57,9265301955685;
108;57,2574809830048;
109;57,7888753142238;
110;58,0527459627161;
111;57,4662919273661;
112;57,5381709232144;
113;55,9168196632098;
114;57,6126626757817;
115;58,8755642110951;
116;58,8220747533911;
117;59,0052040828427;
118;49,3149664204099;
119;57,6851667563108;
120;53,8895923404494;
121;58,0157665536911;
122;55,5111329070057;
123;55,2120963858153;
124;53,9409490572152;
125;11,8936151800728;
126;58,2504516397325;
127;23,3565482744884;
128;9,1790195753572;
129;54,2858450280054;
130;59,2724106683679;
131;59,2697721575522;
132;59,6466566108885;
133;58,6544326330743;
134;24,1079838007433;
135;59,2150675102025;
136;57,8382983988129;
137;58,7155731997392;
138;37,3753082567711;
139;33,8982749311484;
140;57,9712402272202;
141;58,6238906386057;
142;9,29296551109884;
143;54,8091884684332;
144;57,7146368245769;
145;57,4967211294412;
146;55,5069483184058;
147;56,6764466806959;
148;53,2591962937663;
149;58,3284926395777;
150;34,6240558340153;
151;9,62972991853169;
152;9,39487094857542;
153;56,763017086389;
154;22,8937073917491;
155;10,3269859876961;
156;58,3655414998622;
157;57,3872532770417;
158;10,0386741851302;
159;58,860910504401;
160;58,7305295039132;
161;59,6712322230712;
162;30,9665094662231;
163;59,7018010281175;
164;5,70650280545704;
165;57,4883696896611;
166;51,863041009755;
167;56,4741961334311;
168;49,8628305686676;
169;56,7473089121329;
170;60,0278154050715;
171;39,320767409751;
172;32,3275699566482;
173;56,6736383077387;
174;52,4377553115343;
175;11,0974055331291;
176;58,4411826843187;
177;58,4091181992447;
178;59,824968517388;
179;57,8674502400539;
180;10,7123267661122;
181;58,5118672181788;
182;54,2798324649762;
183;57,1023455769074;
184;57,1386479019694;
185;59,2460083553208;
186;55,7983353924867;
187;9,54338915500305;
188;52,1212545749131;
189;56,8808112834035;
Отбор...;
1;76,4970947850181;
2;76,4970947850181;
3;76,4970947850181;
4;76,4970947850181;
5;76,4970947850181;
6;76,4970947850181;
7;76,4970947850181;
8;76,4970947850181;
9;76,4970947850181;
10;76,4970947850181;
11;76,4970947850181;
12;76,4970947850181;
13;76,4970947850181;
14;76,4970947850181;
15;76,4970947850181;
16;76,4970947850181;
17;76,4970947850181;
18;76,4970947850181;
19;76,4970947850181;
20;76,4970947850181;
21;76,4970947850181;
22;76,4970947850181;
23;76,4970947850181;
24;76,4970947850181;
25;76,4970947850181;
26;76,4970947850181;
27;76,4970947850181;
28;76,4970947850181;
29;76,4970947850181;
30;76,4970947850181;
31;76,4970947850181;
32;76,4970947850181;
33;76,4970947850181;
34;76,4970947850181;
35;76,4970947850181;
36;76,4970947850181;
37;76,4970947850181;
38;76,4970947850181;
39;76,4970947850181;
40;76,4970947850181;
41;76,4970947850181;
42;76,4970947850181;
43;76,4970947850181;
44;76,4970947850181;
45;76,4970947850181;
46;76,4970947850181;
47;76,4970947850181;
48;76,4970947850181;
49;76,4970947850181;
50;76,4970947850181;
51;76,4970947850181;
52;76,4970947850181;
53;76,4970947850181;
54;76,4970947850181;
55;76,4970947850181;
56;76,4970947850181;
57;76,4970947850181;
58;76,4970947850181;
59;76,4970947850181;
60;76,4970947850181;
61;76,4970947850181;
62;76,4970947850181;
63;76,4970947850181;
64;76,4970947850181;
65;76,4970947850181;
66;76,4970947850181;
67;76,4970947850181;
68;76,4970947850181;
69;76,4970947850181;
70;76,4970947850181;
71;76,4970947850181;
72;76,4970947850181;
73;76,4970947850181;
74;76,4970947850181;
75;76,4970947850181;
76;76,4970947850181;
77;76,4970947850181;
78;76,4970947850181;
79;76,4970947850181;
80;76,4970947850181;
81;76,4970947850181;
82;76,4970947850181;
83;76,4970947850181;
84;76,4970947850181;
85;76,4970947850181;
86;76,4970947850181;
87;76,4970947850181;
88;76,4970947850181;
89;76,4970947850181;
90;76,4970947850181;
91;76,4970947850181;
92;76,4970947850181;
93;76,4970947850181;
94;76,4970947850181;
95;76,4970947850181;
96;76,4970947850181;
97;76,4970947850181;
98;76,4970947850181;
99;76,4970947850181;
100;76,4970947850181;
== 100;
Скрещивание...;
101;76,4970947850181;
102;76,4970947850181;
103;76,4970947850181;
104;76,4970947850181;
105;76,4970947850181;
106;76,4970947850181;
107;76,4970947850181;
108;76,4970947850181;
109;76,4970947850181;
110;76,4970947850181;
111;76,4970947850181;
112;76,4970947850181;
113;76,4970947850181;
114;76,4970947850181;
115;76,4970947850181;
116;76,4970947850181;
117;76,4970947850181;
118;76,4970947850181;
119;76,4970947850181;
120;76,4970947850181;
121;76,4970947850181;
122;76,4970947850181;
123;76,4970947850181;
124;76,4970947850181;
125;76,4970947850181;
126;76,4970947850181;
127;76,4970947850181;
128;76,4970947850181;
129;76,4970947850181;
130;76,4970947850181;
131;76,4970947850181;
132;76,4970947850181;
133;76,4970947850181;
134;76,4970947850181;
135;76,4970947850181;
136;76,4970947850181;
137;76,4970947850181;
138;76,4970947850181;
139;76,4970947850181;
140;76,4970947850181;
141;76,4970947850181;
142;76,4970947850181;
143;76,4970947850181;
144;76,4970947850181;
145;76,4970947850181;
146;76,4970947850181;
147;76,4970947850181;
148;76,4970947850181;
149;76,4970947850181;
150;76,4970947850181;
151;76,4970947850181;
152;76,4970947850181;
153;76,4970947850181;
154;76,4970947850181;
155;76,4970947850181;
156;76,4970947850181;
157;76,4970947850181;
158;76,4970947850181;
159;76,4970947850181;
160;76,4970947850181;
161;76,4970947850181;
162;76,4970947850181;
163;76,4970947850181;
164;76,4970947850181;
165;76,4970947850181;
166;76,4970947850181;
167;76,4970947850181;
168;76,4970947850181;
169;76,4970947850181;
170;76,4970947850181;
171;76,4970947850181;
172;76,4970947850181;
173;76,4970947850181;
174;76,4970947850181;
175;76,4970947850181;
176;76,4970947850181;
177;76,4970947850181;
178;76,4970947850181;
179;76,4970947850181;
180;76,4970947850181;
181;76,4970947850181;
182;76,4970947850181;
183;76,4970947850181;
184;76,4970947850181;
185;76,4970947850181;
186;76,4970947850181;
187;76,4970947850181;
188;76,4970947850181;
189;76,4970947850181;
190;76,4970947850181;
191;76,4970947850181;
Отбор...;
1;76,5006509557807;
2;76,5022187988181;
3;80,8676015647734;
4;81,7061535833382;
5;76,4973088735809;
6;76,4974325067651;
7;76,4971114803063;
8;76,5327581490216;
9;77,0577327010148;
10;77,0865404227674;
11;76,4976777629397;
12;80,4570585658743;
13;81,3981916192741;
14;76,497176677936;
15;80,7141116989133;
16;77,7959053342918;
17;76,5061824734165;
18;76,5056431689587;
19;81,460566835883;
20;76,5526121812206;
21;76,4977779392424;
22;76,5019853618928;
23;81,2626630376751;
24;76,4985387808001;
25;76,5180640121554;
26;76,5015925493244;
27;79,2284104218368;
28;81,644266548946;
29;76,5043939118664;
30;76,502552682475;
31;76,5083775494622;
32;80,0357648099945;
33;76,592552199391;
34;76,4978724027163;
35;76,4972582125004;
36;76,5322038054671;
37;77,5560305082395;
38;76,4971122816722;
39;76,4985563804788;
40;76,868157952172;
41;76,5191564034044;
42;76,497098045606;
43;80,301464887619;
44;76,7280055547205;
45;76,5071678067048;
46;80,5456237180962;
47;80,879919103425;
48;79,5749488441015;
49;76,4976617790736;
50;76,4992732982795;
51;76,4975691056503;
52;76,4978279728151;
53;76,4971698938054;
54;77,2181173572369;
55;76,4971366594845;
56;76,941687082528;
57;79,5807094974714;
58;78,0073663139012;
59;79,2410229604741;
60;77,3912008641345;
61;76,5082384454676;
62;77,0749436676321;
63;76,4977197896757;
64;77,2126873851311;
65;76,561656713346;
66;76,49835915434;
67;79,6552635768153;
68;76,4988184121183;
69;76,5080813533593;
70;76,5498476075627;
71;76,5094322962511;
72;76,5411930271603;
73;76,5036378552757;
74;81,408343700198;
75;76,6356187529586;
76;76,5018912625796;
77;76,4979458790507;
78;76,8110240206254;
79;77,0901520699561;
80;76,4972690418096;
81;76,4993319696035;
82;76,5002299426604;
83;76,4971248170595;
84;76,4972705710076;
85;77,0298403322214;
86;78,9209993168557;
87;76,5415085500094;
88;78,8782790344496;
89;79,4472934129025;
90;76,5676566788149;
91;81,0994054963904;
92;76,4970963886432;
93;76,5002456194266;
94;76,4971503852969;
95;76,5097884899045;
96;76,4978485451504;
97;76,5224203809028;
98;76,6441352287843;
99;76,5053536390988;
100;79,6417391553413;
== 100;
Скрещивание...;
101;77,4279614988787;
102;77,2857737464478;
103;76,4972589747094;
104;76,5035570454032;
105;76,6866513276437;
106;76,6364706038135;
107;76,4996703971351;
108;76,5669091821135;
109;81,0719764233691;
110;76,5215576431814;
111;76,6704600884389;
112;76,5005130569085;
113;76,7247896515375;
114;78,1017417258578;
115;76,4974745009494;
116;76,4975258125794;
117;76,5003448890024;
118;76,4976077175605;
119;77,9799882552972;
120;76,6041413248952;
121;76,6846249224964;
122;76,501625552497;
123;76,660810876941;
124;81,0581919594779;
125;76,5145754766975;
126;76,5019131779738;
127;77,2012385020614;
128;76,5556160033333;
129;76,8747073952974;
130;79,1683108782196;
131;76,5678695296857;
132;81,6544104061662;
133;81,4011391691536;
134;76,4978390642622;
135;76,4977067898273;
136;76,5681185295229;
137;77,0060320117402;
138;76,4975415740026;
139;81,3344647745009;
140;76,5046206162327;
141;76,5483226651815;
142;77,0167645237696;
143;76,4983838559348;
144;76,6456480522257;
